2019-09-14 03:08:01,18fd63257408cb4a1cf38c9352af5300c591bea1,eclipse/orion.client,master,89.453,588,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
2018-05-15 19:04:44,18dadba75194c0f5f33fa64d8da8561020c4207f,eclipse/orion.client,master,34.862,37900,0,0,0,1,0,0,28,0,0.0,1.0,1.0,0.667,2.0
2018-05-11 14:45:23,d9d634c5f25b20ef730ecb636198f54d9ecbd00a,eclipse/orion.client,master,34.865,37900,0,0,0,1,0,0,2,0,0,0,0,0.0,0.0
2018-05-03 20:26:23,702faf73aae6d38aedcd34cbf499a89e32d193c6,eclipse/orion.client,master,34.834,37900,0,0,0,1,0,0,6,0,0,0,0,0.0,0.0
2018-04-19 16:49:46,e852873e2743b22998458eee8a4aa6c05834cb38,eclipse/orion.client,master,34.829,37900,0,0,0,1,0,0,2,0,0,0,0,0.0,0.0
2018-04-14 02:04:37,3e59627a0b098640c5db9514c24f98b64094486a,eclipse/orion.client,master,34.845,37900,0,0,0,1,0,0,39,0,0.667,0.0,1.0,0.556,0.0
2018-04-13 00:54:38,5b04ed127772f60c755f74004a88d323da77051e,eclipse/orion.client,master,34.835,37900,0,0,0,1,0,0,4,0,0,0,0,0.0,0.0
2018-04-10 00:06:16,ab928a6f21bf6219f12c09029938958855714639,eclipse/orion.client,master,34.866,37903,0,0,0,1,0,0,13,0,0.0,0.0,0.0,0.0,0.0
2018-03-19 16:24:53,8acdb5c8651688a7d885ee10f9a59d300b82d58f,eclipse/orion.client,master,34.804,37876,0,0,0,1,0,0,951,0,0.825,0.831,0.904,0.853,1.523
2018-03-14 13:49:59,589f09b6e0e72107e61e137d1efc5f1e8519d629,eclipse/orion.client,master,34.8,37867,0,0,0,1,0,0,1,0,1.0,1.0,1.0,1.0,2.0
2018-03-13 21:18:53,235639de72abe69a48002740104ccf9f5615f87b,eclipse/orion.client,master,34.802,37866,0,0,0,1,0,0,5,0,1.0,1.0,0.0,0.667,2.0
2018-03-09 20:11:35,6d61d6268ad8d9f8f2dcc59d980c75fc6464c314,eclipse/orion.client,master,34.814,37865,0,0,0,1,0,0,2,0,1.0,1.0,0.0,0.667,2.0
2018-03-09 01:20:20,7f50d6b2a89610fe0a39cfa34b125153c98c421a,eclipse/orion.client,master,34.801,37866,0,0,0,1,0,0,16,0,0.375,0.0,0.125,0.167,0.0
2018-03-08 21:53:20,a77610270cc2676b879798c85f7d0f7b0c1a5c87,eclipse/orion.client,master,34.801,37866,0,0,0,1,0,0,7,0,0.0,0.0,0.0,0.0,0.0
2018-03-07 18:29:19,f6460f1931c3f10bcaaf08bf3b4c4ebd0c38d985,eclipse/orion.client,master,34.806,37864,0,0,0,1,0,0,2,0,1.0,1.0,1.0,1.0,2.0
2018-03-06 23:44:30,de19c4d36f2cc1766fc12bd5e260fa8086a297b3,eclipse/orion.client,master,34.807,37863,0,0,0,1,0,0,5,0,1.0,1.0,1.0,1.0,2.0
2018-03-06 01:58:48,5ec4fe672295411f697d9281dd744a52eec92183,eclipse/orion.client,master,34.808,37857,0,0,0,1,0,0,1,0,1.0,1.0,1.0,1.0,2.0
2018-03-05 18:31:34,2440c4f0ef25906cc6d92b4fa8fd7219023e3835,eclipse/orion.client,master,34.812,37857,0,0,0,1,0,0,15,0,0,0,0,0.0,0.0
2018-03-05 13:35:33,3bb4d3a9affff121b62b38c4b6b4b3505168e27c,eclipse/orion.client,master,34.821,37857,0,0,0,1,0,0,13,0,1.0,1.0,1.0,1.0,2.0
2018-03-02 23:22:37,7ad4fa97bd2a5d0a26b36b4127cc5cc5dcc230dc,eclipse/orion.client,master,34.806,37854,0,0,0,1,0,0,2,0,0,0,0,0.0,0.0
2018-03-02 23:08:05,785a175f05eb9e4f70635235979baf0e4985ce82,eclipse/orion.client,master,34.829,37854,0,0,0,1,0,0,28,0,0.0,0.0,0.0,0.0,0.0
2018-03-02 22:18:42,d9eb330fef956f3d08d610bd43b012d6467521fd,eclipse/orion.client,master,34.809,37854,0,1,0,0,9,0,0,0.0,1.0,1.0,1.0,1.0,2.0
2018-03-01 17:25:24,a17f16f0830dc1874c2439720cd1f091e72d5d40,eclipse/orion.client,master,34.847,37819,0,0,0,1,0,0,7,0,0,0,0,0.0,0.0
2018-02-28 20:48:33,6e408be3be205ec2971146d5068b7cd6b606cbce,eclipse/orion.client,master,34.81,37789,0,0,0,1,0,0,5,0,0,0,0,0.0,0.0
2018-02-27 18:46:14,1a48589361dfa161f1483a594a3c8ab4a00df5d7,eclipse/orion.client,master,34.803,37789,0,1,0,0,2,0,0,0.0,0,0,0,0.0,0.0
2018-02-27 01:53:11,9d166938bc1cf5a5b9c837dad493a7725130cb74,eclipse/orion.client,master,34.806,37789,0,0,0,1,0,0,4,0,1.0,0.333,0.0,0.444,0.444
2018-02-26 22:10:10,4d983fc3956ee8c8e1e15a4ea9e01f57cf98e37d,eclipse/orion.client,master,34.81,37789,0,1,0,0,2,0,0,0.0,0,0,0,0.0,0.0
2018-02-26 21:25:21,2e8d801c49517ba02d19aa726a92b296ebcc3703,eclipse/orion.client,master,34.81,37789,0,1,0,0,80,0,0,78.571,0.0,0.0,1.0,0.333,0.0
2018-02-23 12:47:42,2b4b93fe6a238f0c285cda2ba897826c1f94e57f,eclipse/orion.client,master,34.81,37790,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-23 00:02:23,c5fba53beda96111f03b232aedbdbb4a57e11d24,eclipse/orion.client,master,34.818,37789,0,1,0,0,2,0,0,0.0,0,0,0,0.0,0.0
2018-02-22 23:13:46,cd30e3662946cbab295352a99e04f649ea276168,eclipse/orion.client,master,34.811,37789,0,1,0,0,45,0,0,50.0,0.0,1.0,1.0,0.667,1.125
2018-02-22 20:34:22,226a67fbe1a45d587e669c9c412329b7eb9a84ef,eclipse/orion.client,master,34.803,37783,0,1,0,0,49,0,44,56.0,0.551,0.592,0.653,0.599,0.622
2018-02-22 20:12:13,79976f6369cb862ff512fc252326acb8e52d6c23,eclipse/orion.client,master,34.801,37763,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0
2018-02-22 18:39:36,fb8ef36a3e77966ffca5d897aeb283d679484d2d,eclipse/orion.client,master,34.73,37763,0,1,0,0,47,0,111,83.333,0.743,0.3,1.0,0.681,0.3
2018-02-21 19:23:37,aabd7340ffe40703f7311e9e00c265c7e78ee373,eclipse/orion.client,master,34.605,37735,0,1,0,0,174,0,21,13.636,0.0,0.0,0.282,0.094,0.0
2018-02-21 17:12:16,21372735c4802eb7d211692c6c83014139286cbe,eclipse/orion.client,master,34.622,37710,0,0,0,1,0,0,4,0,0,0,0,0.0,0.0
2018-02-20 22:07:50,282e73cc9408d1cc3723542c765b87e2efb1f9f1,eclipse/orion.client,master,34.472,37693,0,0,0,1,0,0,17,0,0,0,0,0.0,0.0
2017-12-05 14:23:50,0e02d44f03be6d2d3ae7cea40493bac8cca80798,eclipse/orion.client,master,34.434,37517,0,0,0,1,0,0,3,0,0.0,0.0,0.0,0.0,0.0
2017-12-05 02:46:52,049eda0179beb0a23a542fba3a780d84c856671d,eclipse/orion.client,master,34.441,37517,0,1,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-04 19:32:15,2e44776d61c12473d1bdc736503374ae46c41e69,eclipse/orion.client,master,34.44,37518,0,1,0,0,2,0,0,100.0,0,0,0,0.0,0.0
2017-12-02 00:12:33,ed1e2be02dbb9531a79c9c661e767d3fd9766434,eclipse/orion.client,master,34.427,37518,0,1,0,0,5,0,0,100.0,1.0,1.0,1.0,1.0,1.0
2017-12-01 17:51:35,89a7e581807cc47fd0c2e9071a72ef0fe740636a,eclipse/orion.client,master,34.444,37514,0,1,0,0,53,0,0,76.471,1.0,0.0,1.0,0.667,0.0
2017-12-01 17:12:30,449ea935cc1ed3bc49b7f51493261be1e62584c5,eclipse/orion.client,master,34.422,37511,0,0,0,1,0,0,10,0,1.0,1.0,1.0,1.0,2.0
